CanonicalSMILES,CID,ROMol,tanimoto_maccs,dice_maccs,tanimoto_morgan,dice_morgan
B(C1=C2C=NC(=CC2=CC=C1)C3=CN(N=C3)C)(O)O,141673220,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee985f0>,0.66,0.7951807228915663,0.208955223880597,0.345679012345679
C.CC1=CN(N=C1)C.CC1=C(N=CC2=CC=CC=C12)C,161357096,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee9f040>,0.6041666666666666,0.7532467532467533,0.14925373134328357,0.2597402597402597
C.CC1=NC2=C(C=C1)C3=C(C2)C=C4C=[N+](N(C4=C3)C)C5=CC=CC=C5C,159474205,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee9f0b0>,0.6274509803921569,0.7710843373493976,0.15584415584415584,0.2696629213483146
C1=CC(=CC(=C1)[N+](=O)[O-])C2=NN(C=C2C3=CC=NC=C3)CCF,67185846,<rdkit.Chem.rdchem.Mol object at 0x7fed4eea0dd0>,0.631578947368421,0.7741935483870968,0.2753623188405797,0.4318181818181818
C1=CC=C(C(=C1)CN2C(=CC(=N2)C3=CC=CC=N3)C(=NO)N)F,136450777,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee254a0>,0.6065573770491803,0.7551020408163265,0.14473684210526316,0.25287356321839083
C1=CC=C(C=C1)C2=CC(=CC=C2)C3=CC(=NC=C3C4=CC=CC=C4C5=CC(=CC(=C5)C6=CC=CC=C6C7=CN(N=C7)C8=CC=CC=C8)C9=CC=CC=C9C1=CN(N=C1)C1=CC=CC=C1)C1=CC=CC=C1,153458297,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee264a0>,0.6086956521739131,0.7567567567567568,0.1506849315068493,0.2619047619047619
C1=CC=C(C=C1)C2=CC(=CC=C2)C3=CC=C(C=C3)C4=CC(=CC=C4)C5=NC=C(C=C5)C6=CC=CC=C6C7=CC(=CC(=C7)C8=CC=CC=C8C9=CN(N=C9)C1=CC=CC=C1)C1=CC=CC=C1C1=CN(N=C1)C1=CC=CC=C1,153458287,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee26510>,0.6086956521739131,0.7567567567567568,0.16901408450704225,0.2891566265060241
C1=CC=C(C=C1)C2=CC(=CC=C2)C3=NC=C(C(=C3)C4=CC=CC=C4)C5=CC=CC=C5C6=CC(=CC(=C6)C7=CC=CC=C7C8=CN(N=C8)C9=CC=CC=C9)C1=CC=CC=C1C1=CN(N=C1)C1=CC=CC=C1,153458237,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee265f0>,0.6086956521739131,0.7567567567567568,0.13513513513513514,0.23809523809523808
C1=CC=C(C=C1)C2=CC(=NC=C2)C3=CC=C(C=C3)CCC4=CC(=CC(=C4)C5=CC=CC=C5C6=CC=C(C=C6)N7C=CC=N7)C8=CC=CC=C8C9=CC=C(C=C9)N1C=CC=N1,139429234,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee26890>,0.6382978723404256,0.7792207792207793,0.1375,0.24175824175824176
C1=CC=C(C=C1)C2=CC3=NN(C=C3C(=C2C4=CC=NC=C4)C5=CC=CC=C5)CCCO,69573041,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee26f90>,0.6181818181818182,0.7640449438202247,0.25,0.4
C1=CC=C(C=C1)C2=CC=C(C3=CC=CC=C32)C4=CC(=CC=C4)C5=NC=C(C=C5)C6=CC=CC=C6C7=CC(=CC(=C7)C8=CC=CC=C8C9=CN(N=C9)C1=CC=CC=C1)C1=CC=CC=C1C1=CN(N=C1)C1=CC=CC=C1,153458423,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee27040>,0.6521739130434783,0.7894736842105263,0.1917808219178082,0.3218390804597701
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=C(C=CC(=C3)C4=CC=CC=N4)C5=CC=CC=C5C6=CC(=CC(=C6)C7=CC=CC=C7C8=CC=C(C=C8)N9C=CC=N9)C1=CC=CC=C1C1=CC=C(C=C1)N1C=CC=N1,153457923,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee27120>,0.6086956521739131,0.7567567567567568,0.14666666666666667,0.2558139534883721
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=C(C=CC(=C3)C4=CC=CC=N4)C5=CC=CC=C5C6=CC(=CC(=C6)C7=CC=CC=C7C8=CC=C(C=C8)N9C=CC=N9)CCC1=CC=C(C=C1)N1C=CC=N1,165149167,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee27190>,0.6382978723404256,0.7792207792207793,0.13253012048192772,0.23404255319148937
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=C(C=CC(=C3)C4=CC=CC=N4)C5=CC=CC=C5C6=CC(=CC(=C6)CCC7=CC=C(C=C7)N8C=CC=N8)CCC9=CC=C(C=C9)C1=CC=CC=N1,165148187,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee27200>,0.6041666666666666,0.7532467532467533,0.13095238095238096,0.23157894736842105
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=C(C=CC(=C3)C4=NC=CC(=C4)C5=CC=CC=C5)C6=CC=CC=C6C7=CC(=CC(=C7)CCC8=CC=C(C=C8)N9C=CC=N9)CCC1=CC=C(C=C1)C1=CC=CC=N1,165149451,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee27270>,0.6041666666666666,0.7532467532467533,0.13636363636363635,0.24
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC(=CC(=C3)C4=CC=CC=C4)C5=NC=C(C=C5)C6=CC=CC=C6C7=CC(=CC(=C7)C8=CC=CC=C8C9=CN(N=C9)C1=CC=CC=C1)C1=CC=CC=C1C1=CN(N=C1)C1=CC=CC=C1,153458685,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee272e0>,0.6086956521739131,0.7567567567567568,0.18840579710144928,0.3170731707317073
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC(=CC=C3)C4=CC(=NC=C4C5=CC=CC=C5C6=CC(=CC(=C6)C7=CC=CC=C7C8=CN(N=C8)C9=CC=CC=C9)C1=CC=CC=C1C1=CN(N=C1)C1=CC=CC=C1)C1=CC=CC=C1,153458481,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee27350>,0.6086956521739131,0.7567567567567568,0.1643835616438356,0.2823529411764706
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC(=CC=C3)C4=NC=C(C(=C4)C5=CC=CC=C5)C6=CC=CC=C6C7=CC(=CC(=C7)C8=CC=CC=C8C9=CN(N=C9)C1=CC=CC=C1)C1=CC=CC=C1C1=CN(N=C1)C1=CC=CC=C1,153458167,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee273c0>,0.6086956521739131,0.7567567567567568,0.14864864864864866,0.25882352941176473
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC(=CC=C3)C4=NC=C(C=C4)C5=CC=CC=C5C6=CC(=CC(=C6)C7=CC=CC=C7C8=C(N(N=C8)C9=CC=CC=C9)C1=CC=CC=C1)C1=CC=CC=C1C1=C(N(N=C1)C1=CC=CC=C1)C1=CC=CC=C1,153458648,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee27580>,0.6086956521739131,0.7567567567567568,0.13333333333333333,0.23529411764705882
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC(=CC=C3)C4=NC=C(C=C4)C5=CC=CC=C5C6=CC(=CC(=C6)C7=CC=CC=C7C8=CC=C(C=C8)N9C=CC=N9)C1=CC=CC=C1C1=CC=C(C=C1)N1C=CC=N1,153457971,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee27660>,0.6086956521739131,0.7567567567567568,0.14864864864864866,0.25882352941176473
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC(=CC=C3)C4=NC=C(C=C4)C5=CC=CC=C5C6=CC(=CC(=C6)C7=CC=CC=C7C8=CN(N=C8)C9=CC=CC(=C9)C1=CC=CC=C1)C1=CC=CC=C1C1=CN(N=C1)C1=CC=CC(=C1)C1=CC=CC=C1,153458640,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee27740>,0.6086956521739131,0.7567567567567568,0.16666666666666666,0.2857142857142857
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC(=CC=C3)C4=NC=C(C=C4)C5=CC=CC=C5C6=CC(=CC(=C6)C7=CC=CC=C7C8=CN(N=C8)C9=CC=CC=C9)C1=CC=CC=C1C1=CN(N=C1)C1=CC=CC=C1,148754617,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee277b0>,0.6086956521739131,0.7567567567567568,0.16901408450704225,0.2891566265060241
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC(=CC=C3)C4=NC=C(C=C4)C5=CC=CC=C5C6=CC(=CC(=C6)CCC7=CC=C(C=C7)N8C=CC=N8)CCC9=CC=C(C=C9)N1C=CC=N1,165148230,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee27970>,0.625,0.7692307692307693,0.13414634146341464,0.23655913978494625
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC(=CC=C3)C4=NC=C(C=C4)C5=CC=CC=C5C6=CC(=CC(=C6)CCC7=CN(N=C7)C8=CC=CC=C8)CCC9=CN=C(C=C9)C1=CC=CC=C1,165148466,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee279e0>,0.6041666666666666,0.7532467532467533,0.13253012048192772,0.23404255319148937
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC(=CC=C3)C4=NC=C(C=C4)C5=CC=CC=C5C6=CC(=CC(=C6)CCC7=CN=C(C=C7)C8=CC=CC=C8)CCC9=CC=C(C=C9)N1C=CC=N1,165148199,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee27a50>,0.6041666666666666,0.7532467532467533,0.12941176470588237,0.22916666666666666
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC(=NC=C3)C4=CC=C(C=C4)C5=CC=CC=C5C6=CC(=CC(=C6)C7=CC=CC=C7C8=CC=C(C=C8)N9C=CC=N9)C1=CC=CC=C1C1=CC=C(C=C1)N1C=CC=N1,153458241,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee27ac0>,0.6086956521739131,0.7567567567567568,0.1527777777777778,0.26506024096385544
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC(=NC=C3)C4=CC=C(C=C4)C5=CC=CC=C5C6=CC(=CC(=C6)CCC7=CC=C(C=C7)N8C=CC=N8)CCC9=CC=C(C=C9)N1C=CC=N1,139429624,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee27b30>,0.625,0.7692307692307693,0.1375,0.24175824175824176
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC(=NC=C3C4=CC=CC=C4C5=CC(=CC(=C5)C6=CC=CC=C6C7=CC=C(C=C7)N8C=CC=N8)C9=CC=CC=C9C1=CC=C(C=C1)N1C=CC=N1)C1=CC=CC=C1,153458753,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee27d60>,0.6086956521739131,0.7567567567567568,0.13513513513513514,0.23809523809523808
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC(=NC=C3C4=CC=CC=C4C5=CC(=CC(=C5)C6=CC=CC=C6C7=CN(N=C7)C8=CC=CC=C8)C9=CC=CC=C9C1=CN(N=C1)C1=CC=CC=C1)C1=CC=CC=C1,153458539,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee27dd0>,0.6086956521739131,0.7567567567567568,0.1527777777777778,0.26506024096385544
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC(=NC=C3C4=CC=CC=C4C5=CC(=CC(=C5)CCC6=CC=C(C=C6)N7C=CC=N7)CCC8=CC=C(C=C8)N9C=CC=N9)C1=CC=CC(=C1)C1=CC=CC=C1,139429622,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee27f90>,0.625,0.7692307692307693,0.11764705882352941,0.21052631578947367
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC(=NC=C3C4=CC=CC=C4C5=CC(=CC(=C5)CCC6=CC=C(C=C6)N7C=CC=N7)CCC8=CC=C(C=C8)N9C=CC=N9)C1=CC=CC=C1,165148268,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee28040>,0.625,0.7692307692307693,0.12195121951219512,0.21739130434782608
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC(=NC=C3C4=CC=CC=C4C5=CC(=CC(=C5)CCC6=CN=C(C=C6)C7=CC=CC=C7)CCC8=CC=C(C=C8)N9C=CC=N9)C1=CC=CC=C1,165149492,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee280b0>,0.6041666666666666,0.7532467532467533,0.11627906976744186,0.20833333333333334
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NN(C=C3C=NO)C4=CC=CC=C4,876850,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee28510>,0.7608695652173914,0.8641975308641975,0.2222222222222222,0.36363636363636365
C1=CC=C(C=C1)C2=CC=NN2C3=CC=CC(=C3)CC4=CC(=CC(=C4)C5=CC=CC=N5)C6=CC7=CC=CC=C7C=C6,158004654,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee28b30>,0.6170212765957447,0.7631578947368421,0.11764705882352941,0.21052631578947367
C1=CC=C(C=C1)C2=CN(N=C2)C3=C(N=CC=C3)C(=NO)N,136280078,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee28eb0>,0.6545454545454545,0.7912087912087912,0.17142857142857143,0.2926829268292683
C1=CC=C(C=C1)C2=CN(N=C2)C3=CC(=NC=C3)C(=NO)N,136289927,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee28f90>,0.6181818181818182,0.7640449438202247,0.2028985507246377,0.3373493975903614
C1=CC=C(C=C1)C2=CN(N=C2)C3=CN=C(C=C3)C(=NO)N,136990739,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee29190>,0.6181818181818182,0.7640449438202247,0.15714285714285714,0.2716049382716049
C1=CC=C(C=C1)C2=NN3C=CC=CC3=C2C4=CN(N(C=C4)CCC(=O)O)O,53718335,<rdkit.Chem.rdchem.Mol object at 0x7fed4ee2aac0>,0.6153846153846154,0.7619047619047619,0.1375,0.24175824175824176
